,shopName,shopCode,budget,category,pandaOnly,minFee,minOrder,minDelTime,minPickTime,distance,rateNum,address,chainCode,city,latitude,longitude,anchor_latitude,anchor_longitude,hasServiceFee,serviceFeeAmount(%),updateDate,tags
0,老先覺功夫窯燒鍋 (礁溪溫泉MiNi店),a8ql,3,"['火鍋', '台式']",False,19.0,79.0,40.0,10.0,2.639,1528,(△) 宜蘭縣礁溪鄉溫泉路15號,apu3,Yilan County,24.82733295,121.77476675,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""FEAT"", ""text"": ""NEXTGEN_FEATURED_TAG""}, {""code"": ""DEAL"", ""text"": ""滿 $150 折 $30""}]"
1,瑞麟美而美早餐 (晨美早餐屋),sopo,2,"['早餐', '台式']",False,19.0,79.0,40.0,15.0,3.008,2256,(△)宜蘭縣礁溪鄉礁溪路五段10號,y3zo,Yilan County,24.82446695,121.77084246,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""FEAT"", ""text"": ""NEXTGEN_FEATURED_TAG""}, {""code"": ""DEAL"", ""text"": ""滿 $100 享 9 折""}, {""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
2,肯德基KFC炸雞漢堡店 (宜蘭礁溪店),zjln,3,"['甜點', '漢堡', '歐美', '炸雞']",False,19.0,79.0,40.0,15.0,2.916,2473,(X)宜蘭縣礁溪鄉礁溪路五段67號,z7om,Yilan County,24.8274583,121.7720132,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""FEAT"", ""text"": ""NEXTGEN_FEATURED_TAG""}, {""code"": ""DEAL"", ""text"": ""川麻湘辣紙包雞套餐75折""}]"
3,玉膳房手工豆花 (宜蘭礁溪店),js17,2,"['甜點', '豆花']",False,19.0,79.0,40.0,15.0,3.006,72,(△)宜蘭縣礁溪鄉礁溪路五段10號,js17,Yilan County,24.82445205,121.770868,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""FEAT"", ""text"": ""NEXTGEN_FEATURED_TAG""}, {""code"": ""DEAL"", ""text"": ""滿 $200 享 9 折""}]"
4,八方雲集 (宜蘭礁溪店),e0lt,1,"['台式', '餃子']",False,19.0,79.0,40.0,10.0,2.966,4337,(O) 宜蘭縣礁溪鄉中山路一段233號,zpsa,Yilan County,24.8226029,121.7712926,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
5,礁溪鐘氏肉羹,g3vi,1,"['湯品', '麵食', '台式']",False,19.0,79.0,40.0,15.0,2.907,1437,(△)宜蘭縣礁溪鄉中山路二段19號,g3vi,Yilan County,24.8240518,121.77183907,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
6,礁溪大碗公牛肉麵,b1fi,1,"['湯品', '麵食', '台式']",False,19.0,79.0,40.0,10.0,3.07,4179,(△) 宜蘭縣礁溪鄉礁溪路四段172號,b1fi,Yilan County,24.82287136,121.77024442,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
7,麥當勞 (S397 宜蘭礁溪店),u3pp,2,"['漢堡', '歐美']",False,19.0,79.0,40.0,15.0,3.078,12192,(X)宜蘭縣礁溪鄉礁溪路四段158號,y0om,Yilan County,24.82263851,121.77017544,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
8,小龍湯包 (宜蘭礁溪店),v2pj,1,"['麵食', '台式']",False,19.0,79.0,40.0,15.0,3.051,4442,(△)宜蘭縣礁溪鄉礁溪路四段180號,u9gi,Yilan County,24.8230761,121.770429,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
9,金佳香烤肉飯,oznj,2,['台式'],False,19.0,79.0,40.0,15.0,2.905,623,(△)宜蘭縣礁溪鄉中山路二段23號,oznj,Yilan County,24.8241844,121.7718562,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $200 享 9 折""}]"
10,鮮茶道 (宜蘭礁溪店),znbh,2,['飲料'],False,19.0,79.0,40.0,15.0,2.675,338,(O)宜蘭縣礁溪鄉中山路二段198號,z9bn,Yilan County,24.827456,121.77442515,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""精選商品 75 折""}]"
11,清心福全( 礁溪中山店),iyl0,2,['飲料'],False,19.0,79.0,40.0,15.0,2.709,475,(O)宜蘭縣礁溪鄉中山路二段180號,e0jk,Yilan County,24.8271215,121.77403702,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $300 享 85 折""}]"
12,八寶冬粉,b9yx,1,"['湯品', '台式']",False,19.0,79.0,40.0,10.0,2.772,2325,(△) 宜蘭縣礁溪鄉中山路二段131號,b9yx,Yilan County,24.826375,121.77330605,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""FREETEXT"", ""text"": ""超人氣餐廳""}, {""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
13,迷客夏 Milksha (宜蘭礁溪店),lnyc,2,['飲料'],False,19.0,79.0,40.0,15.0,2.785,650,(O)宜蘭縣礁溪鄉德陽路17號,a2zj,Yilan County,24.8271308,121.7732726,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
14,肯德基KFC漢堡(紙包雞飯)專賣店 (宜蘭礁溪店),fkd4,3,"['漢堡', '歐美']",False,19.0,79.0,40.0,15.0,2.916,75,(X)宜蘭縣礁溪鄉礁溪路五段67號,akim,Yilan County,24.8274583,121.7720132,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""川麻湘辣紙包雞套餐75折""}]"
15,摩斯漢堡Mos Burger (宜蘭礁溪店),f7qn,2,"['漢堡', '日式']",False,19.0,79.0,40.0,15.0,2.946,2987,(X)宜蘭縣礁溪鄉礁溪路5段51、53號1~2樓,y2bn,Yilan County,24.8269922,121.77164526,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""精選商品 85 折""}]"
16,水雲朵DrinkStore (礁溪中山店),pnvs,2,['飲料'],False,19.0,79.0,40.0,15.0,2.736,2963,(O)宜蘭縣礁溪鄉中山路二段162號,a2bx,Yilan County,24.82677575,121.7737172,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
17,蔥香雞,bjgy,1,"['小吃', '鹹酥雞/雞排']",False,19.0,79.0,40.0,15.0,2.983,448,(△)宜蘭縣礁溪鄉中山路一段227號,bjgy,Yilan County,24.8223818,121.771135,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $150 折 $30""}, {""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
18,Pizza Hut必勝客披薩專賣店 (宜蘭礁溪店),kjca,3,"['披薩', '歐美']",False,19.0,79.0,40.0,15.0,2.314,227,(X)宜蘭縣礁溪鄉礁溪路六段166號,bmno,Yilan County,24.8336369,121.7803647,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $199 折 $88""}]"
19,E炸G礁溪店,xfnd,1,"['小吃', '鹹酥雞/雞排']",False,19.0,79.0,40.0,15.0,3.035,1939,(△)宜蘭縣礁溪鄉礁溪路四段203號,xfnd,Yilan County,24.8238019,121.77057415,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 折 $10""}, {""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
20,三妹爌肉飯,jsd1,1,"['湯品', '麵食', '台式']",False,19.0,79.0,40.0,15.0,2.784,140,(△)宜蘭縣礁溪鄉中山路二段134號,jsd1,Yilan County,24.8260599,121.7731554,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
21,COMEBUY (宜蘭礁溪店),b3xg,2,['飲料'],False,19.0,79.0,40.0,10.0,2.737,5753,(O) 宜蘭縣礁溪鄉中山路二段160號1樓,g2re,Yilan County,24.82675694,121.77370545,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $200 享 9 折""}]"
22,冰雪 (礁溪德陽店),ukx0,2,['甜點'],False,19.0,79.0,40.0,15.0,2.836,735,(△)宜蘭縣礁溪鄉德陽村中山路二段91號,wzxm,Yilan County,24.8256413,121.7726073,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 折 $10""}, {""code"": ""FREETEXT"", ""text"": ""超人氣餐廳""}]"
23,雞研社,dg5o,1,"['小吃', '鹹酥雞/雞排']",False,19.0,79.0,40.0,15.0,2.743,562,(△)宜蘭縣礁溪鄉中山路二段151號,dg5o,Yilan County,24.82676625,121.7736469,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $150 折 $30""}]"
24,Pizza Hut必勝客 (宜蘭礁溪店),b4gy,3,"['披薩', '歐美']",False,19.0,79.0,40.0,10.0,2.318,3241,(X)宜蘭縣礁溪鄉礁溪路6段166號,y7pc,Yilan County,24.8336843,121.78034835,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $199 折 $88""}]"
25,湊臭麻辣鴨血 (宜蘭礁溪店),sixi,3,"['小吃', '滷味']",False,19.0,79.0,40.0,15.0,3.044,563,(△)宜蘭縣礁溪鄉礁溪路四段197號,jx7c,Yilan County,24.82354525,121.77048477,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""FREETEXT"", ""text"": ""點可口可樂套餐 開啟魔力食刻！""}]"
26,呷炒飯,cb18,2,"['湯品', '炒飯', '麵食', '台式']",False,19.0,79.0,40.0,15.0,3.024,344,(△)宜蘭縣礁溪鄉礁溪路四段207號,cb18,Yilan County,24.82397153,121.77068196,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 折 $10""}]"
27,CoCo都可 (礁溪店),qhu8,2,['飲料'],False,19.0,79.0,40.0,15.0,2.945,1278,(O)宜蘭縣礁溪鄉礁溪路五段70號,u6oi,Yilan County,24.82649902,121.77159838,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""精選商品 5 折""}, {""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
28,台妹炸雞翅 (礁溪中山店),bx0u,1,"['小吃', '鹹酥雞/雞排']",False,19.0,79.0,40.0,15.0,3.033,546,(△)宜蘭縣礁溪鄉中山路一段220號,lx05,Yilan County,24.82057529,121.77081835,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 折 $10""}]"
29,三炸王,ekem,1,"['小吃', '鹹酥雞/雞排']",False,19.0,79.0,40.0,15.0,3.038,167,(△)宜蘭縣礁溪鄉中山路一段161號,ekem,Yilan County,24.8204012,121.77079579,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
30,白石脚公路飯店,mrxd,1,"['湯品', '便當', '台式']",False,19.0,79.0,40.0,15.0,1.902,162,(△)宜蘭縣頭城鎮青雲路一段26號,mrxd,Yilan County,24.83763801,121.78938822,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 折 $10""}]"
31,青雲丼飯冷飲,xjnu,3,"['咖哩', '日式']",False,19.0,79.0,40.0,15.0,2.522,470,(△)宜蘭縣頭城鎮青雲路二段335號,xjnu,Yilan County,24.84559305,121.8080157,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
32,麻古茶坊 (宜蘭礁溪店),da1l,2,['飲料'],False,19.0,79.0,40.0,15.0,2.954,2603,(O)宜蘭縣礁溪鄉礁溪路五段56號,d1lc,Yilan County,24.82610664,121.7714737,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $300 享 85 折""}, {""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
33,ㄚ玲美食,wsir,2,"['湯品', '麵食', '台式']",False,19.0,79.0,40.0,15.0,2.464,79,(△)宜蘭縣礁溪鄉奇立丹路147巷14號,wsir,Yilan County,24.82208495,121.77631772,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
34,Mr.Wish 鮮果茶玩家 (礁溪中山店),uq87,2,['飲料'],False,19.0,79.0,40.0,15.0,3.066,498,(O)宜蘭縣礁溪鄉中山路一段192號1樓,b6eh,Yilan County,24.8198948,121.77058836,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
35,STARBUCKS 星巴克 (礁溪門市),a6c1,3,"['咖啡', '歐美', '飲料']",False,19.0,79.0,40.0,15.0,2.86,856,(X)宜蘭縣礁溪鄉礁溪路五段118號,k9dy,Yilan County,24.82769115,121.7726077,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
36,饌研健康廚房,b1za,3,"['便當', '健康餐']",False,19.0,79.0,40.0,10.0,3.224,652,(O) 宜蘭縣礁溪鄉礁溪路四段101號2樓,b1za,Yilan County,24.81999969,121.76899719,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
37,如意麵食館,hae7,2,"['麵食', '台式']",False,19.0,79.0,40.0,15.0,2.871,220,(△)宜蘭縣礁溪鄉中山路二段61號,r5xg,Yilan County,24.8248854,121.772216,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
38,肯德基KFC炸雞廚房 (宜蘭礁溪店),taao,3,['歐美'],False,19.0,79.0,40.0,15.0,2.916,107,(X)宜蘭縣礁溪鄉礁溪路五段67號,ax15,Yilan County,24.8274583,121.7720132,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""川麻湘辣紙包雞套餐75折""}]"
39,味美 花蓮扁食x抄手麵,mntf,1,"['湯品', '麵食', '台式']",False,19.0,79.0,40.0,15.0,3.086,318,(△)宜蘭縣礁溪鄉育才路7號,l8fr,Yilan County,24.82129516,121.7701991,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 享 9 折""}]"
40,源來如池,mm1k,1,['甜點'],False,19.0,79.0,40.0,15.0,3.079,12,(△)宜蘭縣礁溪鄉德陽路66巷8號 (源來如池),mm1k,Yilan County,24.8292768,121.7707129,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
41,御品香鴨肉焿,jwpt,1,"['麵食', '台式']",False,19.0,79.0,40.0,15.0,2.822,534,(△)宜蘭縣礁溪鄉中山路二段101號,jwpt,Yilan County,24.8258701,121.7727602,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $200 享 8 折""}]"
42,肯德基KFC甜點專賣店 (宜蘭礁溪店),qs8r,3,['歐美'],False,19.0,79.0,40.0,15.0,2.916,30,(X)宜蘭縣礁溪鄉礁溪路五段67號,tgan,Yilan County,24.8274583,121.7720132,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
43,Pasta Hut義大利麵 (宜蘭礁溪店),purs,3,"['歐美', '麵食', '義大利麵']",False,19.0,79.0,40.0,15.0,2.325,121,(X)宜蘭縣礁溪鄉礁溪路六段166號,d42z,Yilan County,24.83364207,121.78024261,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
44,太一脆皮五花肉 (宜蘭礁溪店),d06x,2,['港式'],False,19.0,79.0,40.0,15.0,2.805,69,(△)宜蘭縣礁溪鄉中山路二段117號,zk8j,Yilan County,24.8261777,121.7729613,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 折 $10""}]"
45,小户室,bwu3,1,['甜點'],False,19.0,79.0,40.0,15.0,3.219,19,(△)宜蘭縣礁溪鄉礁溪路四段95號,bwu3,Yilan County,24.81980373,121.7690738,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
46,霸王功夫雞專門店 (宜蘭礁溪店),lxvh,3,['歐美'],False,19.0,79.0,40.0,15.0,2.325,20,(X)宜蘭縣礁溪鄉礁溪路六段166號,vd3x,Yilan County,24.83372,121.78028667,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
47,甜島冰菓,py6y,2,['飲料'],False,19.0,79.0,40.0,15.0,2.962,21,(△)宜蘭縣頭城鎮青雲路二段650號,py6y,Yilan County,24.84779962,121.81364717,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
48,玉津咖啡 (宜蘭礁溪店),ukwx,2,"['甜點', '咖啡']",False,19.0,79.0,40.0,15.0,2.929,581,(O)宜蘭縣礁溪鄉礁溪路五段78號1樓,i4bf,Yilan County,24.8265576,121.77177,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
49,御品香蘭陽肉捲,o89p,1,"['湯品', '麵食', '台式']",False,19.0,79.0,40.0,15.0,2.81,533,(△)宜蘭縣礁溪鄉中山路二段68號,o89p,Yilan County,24.82581605,121.7728778,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $200 享 8 折""}]"
50,Like17 in 礁溪 (宜蘭礁溪店),vac5,2,['飲料'],False,19.0,79.0,40.0,15.0,3.048,314,(O)宜蘭縣礁溪鄉礁溪路四段182號,twbg,Yilan County,24.823131,121.77045,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $150 折 $30""}]"
51,步日,ynzp,1,['飲料'],False,19.0,79.0,40.0,15.0,3.078,136,(O)宜蘭縣礁溪鄉育才路3號,ynzp,Yilan County,24.82126628,121.7702817,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
52,冒煙的石頭x竹創意料理,m9h9,3,"['湯品', '炒飯', '台式']",False,19.0,79.0,40.0,15.0,3.007,37,(O)宜蘭縣礁溪鄉信義路34巷33號,m9h9,Yilan County,24.8271458,121.7710566,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
53,波波食堂 (宜蘭礁溪店),b6zr,1,"['甜點', '台式']",False,19.0,79.0,40.0,10.0,2.874,689,(△)宜蘭縣礁溪鄉礁溪路五段130號,y7wr,Yilan County,24.82793055,121.77250895,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 折 $10""}]"
54,礁溪台北冰館超級芒果冰,u9fk,2,['甜點'],False,19.0,79.0,40.0,15.0,2.752,399,(△)宜蘭縣礁溪鄉德陽路3號,u9fk,Yilan County,24.82706,121.7735909,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $200 享 9 折""}]"
55,美琪水果坊,hjiu,2,['健康餐'],False,19.0,79.0,40.0,15.0,2.802,103,(△)宜蘭縣礁溪鄉中山路二段105號,hjiu,Yilan County,24.82597818,121.77297329,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
56,龍鳳湯品專賣,tdbv,3,"['湯品', '炒飯', '麵食', '台式']",False,19.0,79.0,40.0,15.0,2.962,756,(△)宜蘭縣礁溪鄉德陽路30號,tdbv,Yilan County,24.8287683,121.7717818,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 折 $10""}, {""code"": ""FREETEXT"", ""text"": ""超人氣餐廳""}]"
57,家後古早味 (宜蘭礁溪店),zyvt,2,"['湯品', '麵食', '台式']",False,19.0,79.0,40.0,15.0,3.075,65,(△)宜蘭縣礁溪鄉育才路7號,f9q4,Yilan County,24.82133596,121.77030866,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 享 9 折""}]"
58,炳叔烤玉米 (宜蘭礁溪店),bl1c,2,['小吃'],False,19.0,79.0,40.0,15.0,2.89,74,(△)宜蘭縣礁溪鄉礁溪路五段71號 (隔壁),c5w1,Yilan County,24.82765066,121.77229864,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
59,滷小小麻辣滷麵館,qgd7,2,"['麵食', '台式', '滷味', '餃子']",False,19.0,79.0,40.0,15.0,2.828,265,(△)宜蘭縣礁溪鄉中山路二段93號,qgd7,Yilan County,24.8256933,121.7726876,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
60,MASLOW WALKER,tcln,3,"['甜點', '咖啡', '蛋糕']",False,19.0,79.0,40.0,15.0,2.748,26,(△)宜蘭縣礁溪鄉溫泉路58號,tcln,Yilan County,24.8283908,121.7738639,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 折 $10""}, {""code"": ""FREETEXT"", ""text"": ""超人氣餐廳""}]"
61,家棧丼飯,b1kw,1,"['便當', '日式']",False,19.0,79.0,40.0,10.0,3.127,1182,(△) 宜蘭縣礁溪鄉礁溪路四段175巷5號1樓,b1kw,Yilan County,24.82309904,121.7696729,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 折 $10""}]"
62,燦哥沙茶魷魚滷物專賣店,xu4v,1,['小吃'],False,19.0,79.0,40.0,15.0,2.882,216,(△)宜蘭縣礁溪鄉礁溪路五段128號,xu4v,Yilan County,24.82782421,121.77241055,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
63,酷克伊手切魯肉飯,e010,1,['台式'],False,19.0,79.0,40.0,15.0,2.047,41,(△)宜蘭縣礁溪鄉礁溪路七段83號,e010,Yilan County,24.83662323,121.7859633,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
64,彰化水尾羊肉爐 (礁溪總店),dsyq,3,"['湯品', '火鍋', '台式']",False,19.0,79.0,40.0,15.0,2.226,0,(△)宜蘭縣礁溪鄉礁溪路七段1號,dsyq,Yilan County,24.8358019,121.7828865,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""NEW"", ""text"": ""NEXTGEN_NEW_TAG""}]"
65,老如意複合式餐飲,c3hs,2,"['湯品', '便當', '台式']",False,19.0,79.0,40.0,15.0,2.481,2876,(△)宜蘭縣頭城鎮青雲路二段283巷65號,c3hs,Yilan County,24.84576315,121.80564785,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $300 享 85 折""}]"
66,翔水餃,fevg,2,"['湯品', '台式', '餃子']",False,19.0,79.0,40.0,15.0,2.482,172,(△)宜蘭縣頭城鎮青雲路二段283巷66號,fevg,Yilan County,24.84578478,121.80558324,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
67,老闆好會炒 (宜蘭礁溪店),xjz7,2,"['湯品', '燒烤', '台式']",False,19.0,79.0,40.0,15.0,2.736,5,(△)宜蘭縣礁溪鄉礁溪路五段166號,jp1b,Yilan County,24.8286115,121.7740352,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 享 9 折""}, {""code"": ""NEW"", ""text"": ""NEXTGEN_NEW_TAG""}]"
68,有麵煮私房小吃 (礁溪溫泉店),n4x4,2,"['麵食', '台式']",False,19.0,79.0,40.0,15.0,2.742,663,(△)宜蘭縣礁溪鄉溫泉路59號,n4x4,Yilan County,24.8283661,121.77392143,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $150 享 8 折""}, {""code"": ""SUPER_VENDOR"", ""text"": ""NEXTGEN_SUPER_VENDOR""}]"
69,大滷桶 (宜蘭礁溪店),r6zn,1,"['小吃', '滷味']",False,19.0,79.0,40.0,15.0,2.756,889,(△)宜蘭縣礁溪鄉中山路二段147號,r6zn,Yilan County,24.8267356,121.7735104,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $100 享 9 折""}]"
70,Blue City藍城燒貨串燒專賣,fo7d,3,"['燒烤', '小吃']",False,19.0,79.0,40.0,15.0,2.804,14,(△)宜蘭縣礁溪鄉德陽村007鄰礁溪路五段150號1樓,fo7d,Yilan County,24.8283194,121.7732838,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""FREETEXT"", ""text"": ""超人氣餐廳""}]"
71,東山鴨頭 (宜蘭礁溪店),s4mo,1,"['小吃', '滷味']",False,19.0,79.0,40.0,15.0,2.807,882,(△)宜蘭縣礁溪鄉中山路二段120號,j2nx,Yilan County,24.8256745,121.772896,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
72,偉記夜市老店東山鴨頭,pt7r,3,['小吃'],False,19.0,79.0,40.0,15.0,2.82,60,(△)宜蘭縣礁溪鄉中山路二段93號,pt7r,Yilan County,24.82568165,121.7727684,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
73,七嘴八舌 (礁溪直營店),m1bt,1,['小吃'],False,19.0,79.0,40.0,15.0,2.828,1904,(△)宜蘭縣礁溪鄉中山路二段93號,w3yw,Yilan County,24.8256933,121.7726876,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
74,一芳水果茶 (宜蘭礁溪店),cr2f,2,['飲料'],False,19.0,79.0,40.0,15.0,2.856,978,(O)宜蘭縣礁溪鄉礁溪路五段132號,z0fk,Yilan County,24.8279392,121.7726878,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $150 折 $10""}]"
75,阿彬生煎包,t3wy,1,"['中式', '小吃']",False,19.0,79.0,40.0,15.0,2.867,981,(△)宜蘭縣礁溪鄉中山路二段63號,t3wy,Yilan County,24.82477661,121.7722549,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $200 享 9 折""}]"
76,無理炸雞woollii fried chicken,x7in,1,"['小吃', '鹹酥雞/雞排']",False,19.0,79.0,40.0,15.0,2.869,244,(△)宜蘭縣礁溪鄉礁溪路五段130號,x7in,Yilan County,24.82788655,121.7725526,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,"[{""code"": ""DEAL"", ""text"": ""滿 $200 享 9 折""}]"
77,鬼匠拉麵 (礁溪店),a2ez,2,"['麵食', '拉麵', '日式']",False,19.0,79.0,40.0,10.0,2.878,3519,(△)宜蘭縣礁溪鄉中山路二段68號,x9hq,Yilan County,24.82449223,121.7721335,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
78,九條牛牛肉麵 (宜蘭礁溪店),q6pi,1,"['麵食', '台式']",False,19.0,79.0,40.0,15.0,2.881,995,(△)宜蘭縣礁溪鄉中山路二段68號,a5uc,Yilan County,24.82453569,121.77210739,24.8239212930001,121.800643992,False,0,2024-11-20 08:18:33,[]
